ticket_id,ticket_date,region,issue_type
T02116,2025-10-12,North,Refund Request
T02117,2025-10-21,East,Payment Problem
T02118,2025-08-03,West,Product Issue
T02119,2025-08-09,West,Out of Stock
T02120,2025-09-18,South,Payment Problem
T02121,2026-04-17,East,Delivery Delay
T02122,2025-09-12,South,Refund Request
T02123,2026-03-09,West,Out of Stock
T02124,2026-04-23,South,Payment Problem
T02125,2026-01-09,North,Product Issue
T02126,2025-11-19,North,Out of Stock
T02127,2026-01-12,East,Delivery Delay
T02128,2025-04-10,South,Payment Problem
T02129,2025-05-03,West,Out of Stock
T02130,2025-01-23,West,Out of Stock
T02131,2026-06-03,North,Product Issue
T02132,2025-04-05,East,Out of Stock
T02133,2026-01-12,North,Payment Problem
T02134,2025-08-15,North,Refund Request
T02135,2025-10-15,North,Refund Request
T02136,2025-10-08,East,Out of Stock
T02137,2025-12-08,South,Refund Request
T02138,2026-01-21,South,Refund Request
T02139,2025-11-03,South,Refund Request
T02140,2026-06-28,West,Out of Stock
T02141,2025-03-16,West,Refund Request
T02142,2025-08-05,North,Out of Stock
T02143,2026-03-25,North,Delivery Delay
T02144,2026-01-28,South,Product Issue
T02145,2026-05-16,East,Out of Stock
T02146,2026-03-30,East,Refund Request
T02147,2025-11-14,South,Payment Problem
T02148,2026-04-19,West,Delivery Delay
T02149,2025-05-29,South,Out of Stock
T02150,2026-04-07,North,Payment Problem
T02151,2025-09-23,East,Out of Stock
T02152,2025-09-01,North,Refund Request
T02153,2026-04-09,South,Out of Stock
T02154,2025-11-16,North,Refund Request
T02155,2025-11-19,West,Out of Stock
T02156,2026-04-07,South,Delivery Delay
T02157,2025-08-16,East,Delivery Delay
T02158,2025-09-01,North,Out of Stock
T02159,2025-10-02,South,Payment Problem
T02160,2025-02-08,North,Payment Problem
T02161,2025-01-25,South,Delivery Delay
T02162,2025-09-24,South,Product Issue
T02163,2025-09-04,South,Out of Stock
T02164,2025-01-09,North,Product Issue
T02165,2025-11-17,West,Out of Stock
T02166,2025-05-05,North,Delivery Delay
T02167,2025-11-22,North,Product Issue
T02168,2025-08-29,East,Refund Request
T02169,2026-06-04,North,Delivery Delay
T02170,2025-07-28,West,Refund Request
T02171,2025-07-26,East,Delivery Delay
T02172,2025-06-10,South,Out of Stock
T02173,2025-12-28,East,Out of Stock
T02174,2025-11-24,West,Refund Request
T02175,2026-06-04,East,Payment Problem
T02176,2026-01-05,West,Payment Problem
T02177,2025-03-20,South,Refund Request
T02178,2026-02-16,East,Product Issue
T02179,2025-04-07,South,Refund Request
T02180,2026-01-28,West,Payment Problem
T02181,2026-01-28,South,Payment Problem
T02182,2025-11-30,South,Payment Problem
T02183,2025-06-28,East,Out of Stock
T02184,2025-03-01,West,Product Issue
T02185,2025-03-25,East,Delivery Delay
T02186,2025-02-10,South,Delivery Delay
T02187,2025-04-15,North,Refund Request
T02188,2025-08-03,North,Delivery Delay
T02189,2026-05-04,East,Product Issue
T02190,2026-03-25,South,Out of Stock
T02191,2025-07-26,East,Product Issue
T02192,2026-04-22,West,Delivery Delay
T02193,2026-01-22,South,Out of Stock
T02194,2026-05-31,East,Out of Stock
T02195,2025-07-06,East,Out of Stock
T02196,2025-10-02,West,Payment Problem
T02197,2026-06-23,East,Product Issue
T02198,2025-10-12,South,Payment Problem
T02199,2025-09-14,East,Out of Stock
T02200,2025-12-23,West,Product Issue
T02201,2025-11-30,North,Refund Request
T02202,2025-01-15,East,Refund Request
T02203,2026-02-07,West,Refund Request
T02204,2026-01-30,West,Product Issue
T02205,2025-03-16,South,Delivery Delay
T02206,2025-08-22,South,Out of Stock
T02207,2025-08-18,South,Delivery Delay
T02208,2025-11-28,South,Refund Request
T02209,2025-04-11,West,Payment Problem
T02210,2025-08-09,East,Out of Stock
T02211,2025-10-23,North,Refund Request
T02212,2026-04-23,West,Out of Stock
T02213,2025-07-05,South,Payment Problem
T02214,2026-06-28,South,Delivery Delay
T02215,2025-10-28,West,Out of Stock
T02216,2025-06-26,South,Payment Problem
T02217,2026-04-26,West,Delivery Delay
T02218,2026-04-30,South,Refund Request
T02219,2025-07-14,South,Product Issue
T02220,2025-03-17,South,Product Issue
T02221,2025-04-10,West,Out of Stock
T02222,2025-03-04,West,Payment Problem
T02223,2026-02-15,East,Out of Stock
T02224,2025-11-22,East,Product Issue
T02225,2026-01-10,West,Product Issue
T02226,2025-10-06,West,Payment Problem
T02227,2026-05-08,North,Out of Stock
T02228,2026-02-13,South,Product Issue
T02229,2025-02-04,North,Payment Problem
T02230,2025-08-06,East,Refund Request
T02231,2025-08-12,North,Product Issue
T02232,2025-10-21,South,Payment Problem
T02233,2025-10-24,West,Product Issue
T02234,2025-09-18,North,Out of Stock
T02235,2025-11-21,West,Delivery Delay
T02236,2026-02-06,East,Payment Problem
T02237,2025-12-02,South,Refund Request
T02238,2025-02-14,North,Product Issue
T02239,2026-02-23,West,Refund Request
T02240,2025-10-19,West,Out of Stock
T02241,2026-06-18,North,Refund Request
T02242,2025-09-03,East,Refund Request
T02243,2025-11-27,East,Payment Problem
T02244,2026-04-10,North,Refund Request
T02245,2026-01-17,East,Product Issue
T02246,2025-04-24,East,Delivery Delay
T02247,2026-03-15,South,Refund Request
T02248,2025-06-17,West,Payment Problem
T02249,2025-06-16,North,Refund Request
T02250,2025-09-19,West,Refund Request
T02251,2025-06-24,East,Refund Request
T02252,2026-01-05,West,Payment Problem
T02253,2025-05-22,South,Product Issue
T02254,2025-12-01,North,Product Issue
T02255,2025-05-25,South,Product Issue
T02256,2025-05-04,East,Product Issue
T02257,2025-01-22,West,Refund Request
T02258,2026-02-12,South,Payment Problem
T02259,2025-10-04,West,Product Issue
T02260,2025-04-25,West,Refund Request
T02261,2026-03-12,North,Product Issue
T02262,2026-04-07,South,Product Issue
T02263,2025-02-27,North,Product Issue
T02264,2025-09-22,North,Delivery Delay
T02265,2026-04-02,North,Refund Request
T02266,2025-04-29,South,Product Issue
T02267,2025-07-21,South,Refund Request
T02268,2025-11-13,North,Out of Stock
T02269,2025-04-04,West,Out of Stock
T02270,2025-02-07,North,Payment Problem
T02271,2025-12-30,East,Payment Problem
T02272,2025-07-20,East,Payment Problem
T02273,2025-06-24,North,Out of Stock
T02274,2025-04-09,South,Payment Problem
T02275,2025-09-30,West,Product Issue
T02276,2026-03-28,North,Delivery Delay
T02277,2025-04-04,East,Product Issue
T02278,2026-06-01,North,Product Issue
T02279,2025-06-23,East,Delivery Delay
T02280,2025-05-25,West,Product Issue
T02281,2025-09-01,South,Out of Stock
T02282,2025-01-16,South,Product Issue
T02283,2026-03-04,East,Payment Problem
T02284,2025-03-20,North,Refund Request
T02285,2026-01-14,West,Delivery Delay
T02286,2026-05-03,West,Out of Stock
T02287,2025-03-22,West,Refund Request
T02288,2025-06-24,West,Refund Request
T02289,2025-12-14,North,Payment Problem
T02290,2025-09-09,West,Delivery Delay
T02291,2025-08-22,South,Delivery Delay
T02292,2025-10-20,West,Payment Problem
T02293,2026-06-13,East,Out of Stock
T02294,2026-02-23,South,Refund Request
T02295,2025-12-23,South,Out of Stock
T02296,2026-05-10,East,Refund Request
T02297,2025-05-16,East,Delivery Delay
T02298,2025-08-15,North,Payment Problem
T02299,2025-08-16,East,Delivery Delay
T02300,2025-09-15,South,Product Issue
T02301,2025-08-08,North,Out of Stock
T02302,2025-01-20,West,Refund Request
T02303,2026-01-24,North,Product Issue
T02304,2026-04-12,North,Delivery Delay
T02305,2026-01-03,North,Product Issue
T02306,2025-09-27,North,Product Issue
T02307,2025-01-21,West,Product Issue
T02308,2025-06-09,West,Refund Request
T02309,2025-02-16,East,Delivery Delay
T02310,2026-06-17,East,Product Issue
T02311,2026-03-21,North,Payment Problem
T02312,2025-10-26,West,Product Issue
T02313,2025-02-10,West,Out of Stock
T02314,2026-01-10,South,Product Issue
T02315,2026-05-23,South,Payment Problem
T02316,2025-01-20,East,Payment Problem
T02317,2025-08-04,West,Delivery Delay
T02318,2025-01-16,East,Refund Request
T02319,2025-06-14,North,Payment Problem
T02320,2025-09-15,West,Delivery Delay
T02321,2025-12-19,East,Payment Problem
T02322,2026-06-10,East,Delivery Delay
T02323,2025-01-09,East,Delivery Delay
T02324,2025-08-05,West,Refund Request
T02325,2025-06-19,East,Delivery Delay
T02326,2025-01-02,East,Product Issue
T02327,2026-06-28,South,Product Issue
T02328,2026-04-28,West,Delivery Delay
T02329,2025-01-14,South,Product Issue
T02330,2026-04-09,West,Out of Stock
T02331,2026-03-09,East,Product Issue
T02332,2025-10-06,West,Product Issue
T02333,2025-10-05,North,Product Issue
T02334,2026-04-11,East,Refund Request
T02335,2025-08-21,North,Delivery Delay
T02336,2026-05-20,West,Delivery Delay
T02337,2025-10-10,North,Delivery Delay
T02338,2025-07-05,South,Delivery Delay
T02339,2026-04-19,South,Product Issue
T02340,2025-10-19,South,Out of Stock
T02341,2026-06-07,West,Out of Stock
T02342,2025-05-04,South,Delivery Delay
T02343,2025-06-08,East,Out of Stock
T02344,2025-05-31,North,Out of Stock
T02345,2025-05-04,East,Out of Stock
T02346,2025-09-29,East,Out of Stock
T02347,2026-03-23,South,Refund Request
T02348,2026-04-02,East,Payment Problem
T02349,2025-04-23,North,Refund Request
T02350,2026-06-14,South,Payment Problem
T02351,2026-06-10,West,Out of Stock
T02352,2026-05-14,South,Payment Problem
T02353,2025-06-02,North,Product Issue
T02354,2026-04-24,East,Out of Stock
T02355,2025-09-15,North,Refund Request
T02356,2026-05-22,East,Payment Problem
T02357,2025-10-21,East,Refund Request
T02358,2026-05-23,East,Payment Problem
T02359,2026-04-23,West,Delivery Delay
T02360,2025-11-15,East,Delivery Delay
T02361,2026-03-14,East,Product Issue
T02362,2025-05-16,South,Out of Stock
T02363,2025-07-16,South,Payment Problem
T02364,2026-05-03,North,Out of Stock
T02365,2025-11-06,North,Product Issue
T02366,2025-06-24,South,Payment Problem
T02367,2025-07-22,East,Delivery Delay
T02368,2025-05-06,East,Payment Problem
T02369,2025-09-11,West,Delivery Delay
T02370,2025-10-19,West,Payment Problem
T02371,2025-07-18,East,Refund Request
T02372,2025-06-29,South,Product Issue
T02373,2025-11-16,East,Refund Request
T02374,2025-03-25,East,Payment Problem
T02375,2025-11-25,West,Product Issue
T02376,2026-04-18,South,Payment Problem
T02377,2025-04-29,West,Out of Stock
T02378,2025-01-06,East,Product Issue
T02379,2026-01-09,South,Payment Problem
T02380,2025-05-26,South,Refund Request
T02381,2026-04-15,North,Payment Problem
T02382,2025-12-21,South,Product Issue
T02383,2025-10-17,East,Delivery Delay
T02384,2025-03-30,North,Delivery Delay
T02385,2025-01-27,North,Delivery Delay
T02386,2026-06-15,West,Delivery Delay
T02387,2026-05-08,South,Product Issue
T02388,2025-08-26,North,Payment Problem
T02389,2025-10-20,West,Delivery Delay
T02390,2025-09-22,North,Out of Stock
T02391,2026-04-26,North,Out of Stock
T02392,2025-05-13,North,Out of Stock
T02393,2026-03-07,South,Refund Request
T02394,2026-02-07,East,Product Issue
T02395,2025-10-28,East,Delivery Delay
T02396,2025-08-02,South,Delivery Delay
T02397,2026-01-09,West,Payment Problem
T02398,2025-12-10,West,Product Issue
T02399,2025-10-28,West,Payment Problem
T02400,2026-03-13,South,Product Issue
T02401,2025-02-10,South,Delivery Delay
T02402,2026-01-18,East,Product Issue
T02403,2026-06-07,East,Product Issue
T02404,2026-06-16,North,Delivery Delay
T02405,2026-05-17,East,Payment Problem
T02406,2025-08-15,South,Refund Request
T02407,2025-09-29,East,Payment Problem
T02408,2025-05-04,South,Payment Problem
T02409,2025-06-22,East,Payment Problem
T02410,2025-02-02,East,Refund Request
T02411,2025-02-20,East,Out of Stock
T02412,2026-02-11,North,Refund Request
T02413,2025-04-06,West,Product Issue
T02414,2025-03-23,North,Payment Problem
T02415,2025-10-07,East,Delivery Delay
T02416,2026-01-01,North,Payment Problem
T02417,2025-11-22,West,Product Issue
T02418,2025-03-30,East,Out of Stock
T02419,2025-08-15,North,Delivery Delay
T02420,2025-10-28,West,Refund Request
T02421,2025-06-19,North,Out of Stock
T02422,2025-11-24,North,Product Issue
T02423,2025-02-06,East,Product Issue
T02424,2026-03-02,North,Delivery Delay
T02425,2026-02-12,East,Delivery Delay
T02426,2025-08-05,South,Product Issue
T02427,2025-12-24,South,Refund Request
T02428,2025-06-10,West,Delivery Delay
T02429,2025-05-22,East,Out of Stock
T02430,2025-08-19,West,Out of Stock
T02431,2025-06-07,South,Delivery Delay
T02432,2026-02-25,East,Payment Problem
T02433,2025-02-21,East,Refund Request
T02434,2025-01-16,South,Refund Request
T02435,2025-09-24,South,Payment Problem
T02436,2025-07-26,North,Out of Stock
T02437,2026-01-29,North,Refund Request
T02438,2025-05-20,West,Out of Stock
T02439,2026-02-25,South,Out of Stock
T02440,2025-09-25,South,Product Issue
T02441,2025-11-26,East,Product Issue
T02442,2025-01-05,West,Refund Request
T02443,2026-01-06,East,Payment Problem
T02444,2025-04-13,East,Out of Stock
T02445,2026-01-16,South,Payment Problem
T02446,2025-09-27,East,Out of Stock
T02447,2025-12-31,North,Out of Stock
T02448,2025-03-09,East,Product Issue
T02449,2025-07-26,North,Payment Problem
T02450,2026-01-21,East,Delivery Delay
T02451,2025-01-30,North,Delivery Delay
T02452,2025-01-03,North,Delivery Delay
T02453,2026-02-05,West,Refund Request
T02454,2025-10-01,North,Out of Stock
T02455,2026-03-07,East,Out of Stock
T02456,2025-03-12,South,Payment Problem
T02457,2025-09-13,East,Payment Problem
T02458,2025-05-20,East,Refund Request
T02459,2026-02-27,East,Product Issue
T02460,2026-05-28,East,Delivery Delay
T02461,2025-01-01,North,Out of Stock
T02462,2025-01-02,East,Refund Request
T02463,2026-02-26,East,Out of Stock
T02464,2025-07-23,East,Payment Problem
T02465,2025-05-31,East,Product Issue
T02466,2025-01-17,West,Delivery Delay
T02467,2026-05-29,North,Refund Request
T02468,2025-03-02,East,Delivery Delay
T02469,2025-10-10,East,Payment Problem
T02470,2026-04-14,West,Out of Stock
T02471,2025-02-10,West,Payment Problem
T02472,2025-03-08,East,Out of Stock
T02473,2025-04-29,North,Payment Problem
T02474,2025-07-05,South,Payment Problem
T02475,2025-10-11,East,Product Issue
T02476,2025-12-14,East,Payment Problem
T02477,2026-04-29,West,Out of Stock
T02478,2025-12-14,West,Refund Request
T02479,2026-04-23,South,Product Issue
T02480,2026-02-23,East,Out of Stock
T02481,2025-03-21,South,Product Issue
T02482,2026-02-17,North,Delivery Delay
T02483,2025-11-30,North,Product Issue
T02484,2025-07-22,South,Payment Problem
T02485,2026-01-02,South,Refund Request
T02486,2026-01-13,North,Payment Problem
T02487,2025-01-19,South,Payment Problem
T02488,2026-03-09,North,Out of Stock
T02489,2025-08-09,North,Refund Request
T02490,2025-02-27,North,Delivery Delay
T02491,2025-01-18,West,Out of Stock
T02492,2025-01-16,North,Out of Stock
T02493,2026-02-03,North,Delivery Delay
T02494,2026-02-05,West,Refund Request
T02495,2025-10-22,East,Refund Request
T02496,2025-03-12,West,Delivery Delay
T02497,2026-01-09,North,Product Issue
T02498,2025-08-02,East,Refund Request
T02499,2025-02-08,West,Refund Request
T02500,2025-04-05,South,Out of Stock
T02501,2025-09-25,South,Product Issue
T02502,2026-01-22,North,Payment Problem
T02503,2025-06-24,West,Out of Stock
T02504,2025-12-06,West,Delivery Delay
T02505,2026-03-29,North,Refund Request
T02506,2025-07-05,North,Payment Problem
T02507,2025-05-06,South,Delivery Delay
T02508,2025-12-21,North,Payment Problem
T02509,2026-06-20,East,Out of Stock
T02510,2025-02-05,North,Refund Request
T02511,2025-07-01,East,Out of Stock
T02512,2026-02-21,South,Delivery Delay
T02513,2025-05-30,West,Product Issue
T02514,2026-03-17,South,Refund Request
T02515,2025-09-03,West,Payment Problem
T02516,2025-05-29,South,Payment Problem
T02517,2025-01-09,South,Out of Stock
T02518,2025-10-17,North,Payment Problem
T02519,2025-09-23,East,Refund Request
T02520,2025-09-15,West,Out of Stock
T02521,2025-07-18,West,Payment Problem
T02522,2025-09-23,North,Refund Request
T02523,2025-01-19,South,Payment Problem
T02524,2025-01-23,North,Payment Problem
T02525,2026-06-06,East,Delivery Delay
T02526,2025-03-31,West,Refund Request
T02527,2025-07-23,West,Refund Request
T02528,2026-05-20,North,Delivery Delay
T02529,2026-06-13,East,Payment Problem
T02530,2026-05-27,East,Refund Request
T02531,2025-02-25,West,Refund Request
T02532,2025-05-10,South,Delivery Delay
T02533,2026-02-26,West,Product Issue
T02534,2025-06-18,East,Payment Problem
T02535,2026-06-14,North,Product Issue
T02536,2025-04-27,West,Refund Request
T02537,2025-11-11,East,Refund Request
T02538,2025-02-20,East,Payment Problem
T02539,2025-09-18,South,Product Issue
T02540,2025-03-31,East,Refund Request
T02541,2025-04-02,South,Payment Problem
T02542,2025-03-02,West,Refund Request
T02543,2025-08-24,North,Payment Problem
T02544,2025-03-15,North,Delivery Delay
T02545,2025-06-03,South,Refund Request
T02546,2025-10-29,North,Payment Problem
T02547,2025-02-13,West,Out of Stock
T02548,2026-02-23,North,Product Issue
T02549,2026-06-22,North,Payment Problem
T02550,2026-01-16,West,Refund Request
T02551,2025-08-20,West,Delivery Delay
T02552,2025-12-18,East,Product Issue
T02553,2025-01-23,South,Product Issue
T02554,2025-09-30,North,Payment Problem
T02555,2025-09-07,North,Out of Stock
T02556,2025-08-30,South,Product Issue
T02557,2026-04-10,North,Payment Problem
T02558,2025-11-03,West,Product Issue
T02559,2026-02-07,East,Delivery Delay
T02560,2026-05-03,North,Refund Request
T02561,2026-01-14,North,Refund Request
T02562,2025-11-23,East,Product Issue
T02563,2026-02-12,North,Out of Stock
T02564,2026-06-03,South,Delivery Delay
T02565,2026-03-14,South,Refund Request
T02566,2025-12-25,North,Payment Problem
T02567,2026-04-06,East,Delivery Delay
T02568,2025-08-17,East,Payment Problem
T02569,2025-07-23,East,Payment Problem
T02570,2025-03-09,North,Delivery Delay
T02571,2025-04-05,North,Refund Request
T02572,2025-03-20,North,Refund Request
T02573,2026-01-04,East,Product Issue
T02574,2026-02-10,South,Payment Problem
T02575,2025-03-14,South,Delivery Delay
T02576,2025-01-22,East,Out of Stock
T02577,2025-04-19,West,Delivery Delay
T02578,2026-04-01,East,Refund Request
T02579,2026-06-15,West,Out of Stock
T02580,2026-03-01,East,Delivery Delay
T02581,2025-09-30,West,Delivery Delay
T02582,2025-01-30,North,Refund Request
T02583,2025-07-09,West,Product Issue
T02584,2025-07-06,East,Delivery Delay
T02585,2025-03-27,North,Out of Stock
T02586,2025-04-28,East,Product Issue
T02587,2025-01-18,East,Out of Stock
T02588,2026-04-03,South,Product Issue
T02589,2025-07-31,South,Out of Stock
T02590,2025-04-30,East,Product Issue
T02591,2025-01-03,West,Refund Request
T02592,2025-08-17,South,Delivery Delay
T02593,2025-12-09,North,Delivery Delay
T02594,2025-08-04,East,Product Issue
T02595,2025-10-21,East,Out of Stock
T02596,2026-06-22,West,Product Issue
T02597,2025-11-17,South,Product Issue
T02598,2026-05-28,West,Product Issue
T02599,2025-02-01,East,Payment Problem
T02600,2026-02-01,North,Out of Stock
T02601,2025-02-21,South,Out of Stock
T02602,2025-10-30,South,Payment Problem
T02603,2026-03-15,North,Payment Problem
T02604,2026-05-20,West,Out of Stock
T02605,2025-10-23,West,Delivery Delay
T02606,2025-10-14,East,Product Issue
T02607,2026-05-02,East,Payment Problem
T02608,2025-12-29,East,Product Issue
T02609,2026-03-18,North,Refund Request
T02610,2025-03-20,North,Refund Request
T02611,2025-12-27,South,Out of Stock
T02612,2026-03-03,North,Product Issue
T02613,2025-07-15,East,Product Issue
T02614,2026-03-19,North,Payment Problem
T02615,2026-04-04,West,Delivery Delay
T02616,2025-09-14,East,Product Issue
T02617,2026-05-14,South,Payment Problem
T02618,2026-06-15,South,Refund Request
T02619,2025-10-02,East,Out of Stock
T02620,2025-08-05,East,Refund Request
T02621,2025-03-15,South,Out of Stock
T02622,2025-11-24,West,Out of Stock
T02623,2025-03-27,North,Refund Request
T02624,2025-08-20,West,Product Issue
T02625,2026-02-27,East,Product Issue
T02626,2026-05-28,East,Delivery Delay
T02627,2025-08-22,South,Delivery Delay
T02628,2026-04-20,North,Payment Problem
T02629,2025-06-21,East,Delivery Delay
T02630,2025-07-13,West,Delivery Delay
T02631,2025-11-11,South,Refund Request
T02632,2025-01-25,North,Out of Stock
T02633,2026-01-01,East,Product Issue
T02634,2025-02-15,East,Product Issue
T02635,2026-06-19,North,Out of Stock
T02636,2026-02-20,South,Refund Request
T02637,2025-07-09,East,Refund Request
T02638,2026-01-08,East,Delivery Delay
T02639,2025-10-18,West,Delivery Delay
T02640,2025-04-21,East,Refund Request
T02641,2025-01-13,East,Refund Request
T02642,2026-01-26,East,Payment Problem
T02643,2025-12-29,South,Delivery Delay
T02644,2025-01-09,West,Delivery Delay
T02645,2025-11-02,West,Product Issue
T02646,2026-02-26,South,Delivery Delay
T02647,2026-06-18,West,Product Issue
T02648,2025-03-09,West,Delivery Delay
T02649,2025-02-17,North,Delivery Delay
T02650,2025-07-16,South,Delivery Delay
T02651,2025-12-21,South,Product Issue
T02652,2026-03-13,West,Delivery Delay
T02653,2025-03-31,North,Payment Problem
T02654,2025-06-18,East,Product Issue
T02655,2025-06-26,West,Refund Request
T02656,2025-06-21,South,Payment Problem
T02657,2026-03-17,North,Delivery Delay
T02658,2025-02-09,South,Delivery Delay
T02659,2025-06-23,South,Refund Request
T02660,2025-07-15,West,Delivery Delay
T02661,2025-11-19,North,Out of Stock
T02662,2025-08-23,North,Payment Problem
T02663,2026-06-01,North,Refund Request
T02664,2026-05-28,South,Refund Request
T02665,2025-07-03,East,Delivery Delay
T02666,2026-03-24,West,Delivery Delay
T02667,2026-01-17,South,Delivery Delay
T02668,2025-06-03,South,Product Issue
T02669,2026-05-12,West,Delivery Delay
T02670,2026-01-15,West,Payment Problem
T02671,2025-04-09,North,Payment Problem
T02672,2026-06-15,East,Delivery Delay
T02673,2025-01-01,East,Refund Request
T02674,2025-06-29,East,Product Issue
T02675,2026-06-16,North,Payment Problem
T02676,2026-06-01,East,Product Issue
T02677,2026-01-31,East,Delivery Delay
T02678,2025-07-07,East,Product Issue
T02679,2026-02-16,North,Payment Problem
T02680,2026-04-23,East,Refund Request
T02681,2025-02-14,South,Delivery Delay
T02682,2025-08-18,North,Payment Problem
T02683,2026-02-01,East,Product Issue
T02684,2025-06-22,East,Out of Stock
T02685,2025-04-17,East,Payment Problem
T02686,2025-01-30,South,Delivery Delay
T02687,2026-06-07,East,Payment Problem
T02688,2025-07-04,West,Out of Stock
T02689,2026-01-22,East,Delivery Delay
T02690,2026-03-27,South,Payment Problem
T02691,2026-02-05,West,Payment Problem
T02692,2025-11-05,North,Payment Problem
T02693,2025-03-31,South,Payment Problem
T02694,2025-10-30,West,Refund Request
T02695,2025-07-28,East,Product Issue
T02696,2025-11-15,North,Delivery Delay
T02697,2025-09-02,South,Product Issue
T02698,2026-04-23,West,Product Issue
T02699,2026-01-29,East,Product Issue
T02700,2025-04-29,West,Out of Stock
T02701,2025-09-08,South,Payment Problem
T02702,2025-12-16,East,Product Issue
T02703,2025-04-01,West,Payment Problem
T02704,2026-05-24,West,Out of Stock
T02705,2025-08-25,East,Refund Request
T02706,2025-02-20,North,Refund Request
T02707,2026-01-23,South,Delivery Delay
T02708,2025-02-10,South,Product Issue
T02709,2026-01-17,West,Payment Problem
T02710,2025-10-20,East,Refund Request
T02711,2026-06-22,South,Payment Problem
T02712,2026-01-16,North,Payment Problem
T02713,2025-01-23,South,Out of Stock
T02714,2025-05-28,South,Delivery Delay
T02715,2026-05-20,South,Delivery Delay
T02716,2025-08-06,East,Product Issue
T02717,2026-02-20,North,Refund Request
T02718,2025-11-21,West,Refund Request
T02719,2026-05-04,West,Product Issue
T02720,2025-09-16,East,Product Issue
T02721,2026-01-07,East,Refund Request
T02722,2025-01-04,North,Product Issue
T02723,2025-08-14,East,Product Issue
T02724,2025-05-30,West,Out of Stock
T02725,2026-03-04,South,Out of Stock
T02726,2026-05-06,South,Out of Stock
T02727,2025-02-14,West,Payment Problem
T02728,2026-01-22,South,Payment Problem
T02729,2025-08-30,East,Refund Request
T02730,2025-10-21,West,Product Issue
T02731,2025-01-02,East,Refund Request
T02732,2026-02-14,East,Product Issue
T02733,2026-04-13,South,Product Issue
T02734,2025-08-01,West,Delivery Delay
T02735,2026-01-21,West,Payment Problem
T02736,2026-06-12,West,Product Issue
T02737,2025-04-12,North,Product Issue
T02738,2026-01-27,North,Product Issue
T02739,2025-08-23,South,Payment Problem
T02740,2025-02-09,North,Payment Problem
T02741,2025-10-22,East,Refund Request
T02742,2025-02-06,East,Payment Problem
T02743,2025-07-25,North,Out of Stock
T02744,2025-02-21,South,Out of Stock
T02745,2025-07-28,South,Payment Problem
T02746,2025-06-27,West,Delivery Delay
T02747,2025-01-22,North,Payment Problem
T02748,2025-03-23,West,Delivery Delay
T02749,2025-01-03,West,Out of Stock
T02750,2026-01-30,South,Payment Problem
T02751,2025-08-15,West,Out of Stock
T02752,2025-01-08,South,Delivery Delay
T02753,2025-09-14,East,Out of Stock
T02754,2025-04-12,East,Out of Stock
T02755,2025-10-30,South,Payment Problem
T02756,2025-10-02,South,Refund Request
T02757,2026-06-01,South,Payment Problem
T02758,2025-06-22,West,Refund Request
T02759,2025-02-05,North,Refund Request
T02760,2026-02-16,West,Out of Stock
T02761,2025-11-17,North,Delivery Delay
T02762,2026-02-17,West,Out of Stock
T02763,2026-01-20,West,Product Issue
T02764,2025-08-20,South,Delivery Delay
T02765,2026-05-06,East,Refund Request
T02766,2025-01-30,East,Payment Problem
T02767,2025-06-05,North,Product Issue
T02768,2026-06-16,East,Refund Request
T02769,2025-11-24,West,Refund Request
T02770,2026-02-10,North,Product Issue
T02771,2025-12-28,West,Payment Problem
T02772,2026-06-07,West,Delivery Delay
T02773,2025-09-22,East,Out of Stock
T02774,2026-01-06,South,Refund Request
T02775,2026-03-04,East,Refund Request
T02776,2025-09-13,South,Delivery Delay
T02777,2026-02-08,West,Out of Stock
T02778,2025-02-23,East,Delivery Delay
T02779,2025-08-30,East,Payment Problem
T02780,2025-05-10,North,Payment Problem
T02781,2026-05-10,North,Product Issue
T02782,2025-01-25,South,Delivery Delay
T02783,2025-02-10,North,Refund Request
T02784,2026-01-30,West,Delivery Delay
T02785,2025-09-19,West,Delivery Delay
T02786,2025-01-06,East,Delivery Delay
T02787,2025-06-11,North,Delivery Delay
T02788,2025-02-26,West,Payment Problem
T02789,2025-06-15,North,Product Issue
T02790,2026-06-30,South,Refund Request
T02791,2025-02-16,South,Out of Stock
T02792,2025-06-15,West,Payment Problem
T02793,2025-11-13,West,Refund Request
T02794,2025-12-14,North,Product Issue
T02795,2026-05-12,West,Delivery Delay
T02796,2026-05-26,East,Out of Stock
T02797,2026-06-27,West,Delivery Delay
T02798,2025-10-31,South,Product Issue
T02799,2025-10-13,North,Out of Stock
T02800,2025-05-06,East,Payment Problem
T02801,2025-02-20,East,Refund Request
T02802,2025-08-20,South,Payment Problem
T02803,2026-04-25,South,Payment Problem
T02804,2025-12-08,West,Refund Request
T02805,2026-06-08,East,Product Issue
T02806,2026-02-03,South,Refund Request
T02807,2025-06-30,West,Payment Problem
T02808,2025-11-09,East,Delivery Delay
T02809,2025-01-29,East,Delivery Delay
T02810,2025-12-05,South,Delivery Delay
T02811,2025-11-28,West,Product Issue
T02812,2025-06-01,South,Out of Stock
T02813,2025-05-06,East,Refund Request
T02814,2026-05-05,South,Refund Request
T02815,2026-04-29,North,Delivery Delay
T02816,2025-06-18,South,Delivery Delay
T02817,2025-01-16,North,Refund Request
T02818,2025-10-23,East,Delivery Delay
T02819,2026-06-18,East,Payment Problem
T02820,2025-01-16,North,Payment Problem
T02821,2025-10-04,North,Payment Problem
